Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Reactions of gene
EG12865	b1426	1498651	1498875	EG12865-MONOMER	
G6345	b0619	652235	653893	PHOSPHO-DPIB // G6345-MONOMER	2.7.13.3-RXN
EG10988	b1886	1971030	1972691	TAR-MONOMER	
G7640	b3145	3291341	3292432	G7640-MONOMER	
G6592	b1148	1203822	1204160	G6592-MONOMER	
G6673	b1341	1406563	1407795	G6673-MONOMER	RXN0-5359
G6527	b1018	1082243	1083370	G6527-MONOMER	
EG10861	b0183	204493	205089	EG10861-MONOMER	3.1.26.4-RXN
G6808	b1522	1610907	1611854	G6808-MONOMER	
G7930	b4333	4562743	4563603	G7930-MONOMER	
EG10874	b3231	3378223	3378651	EG10874-MONOMER	
G6832	b1565	1645897	1646202	G6832-MONOMER	
G0-9382	b4585	507204	507287	RNA0-123	
EG10754	b0871	909331	911049	PYRUVOXID-MONOMER	RXN-11496 // RXN0-2022 // RXN-6161 // RXN3O-470
G7298	b2475	2595874	2596737	G7298-MONOMER	
G6703	b1381	1443051	1445690	G6703-MONOMER	
G7916	b4306	4532437	4533183	G7916-MONOMER	
G7621	b3107	3255043	3255207	G7621-MONOMER	
EG10006	b4123	4347404	4348744	DCUB-MONOMER	TRANS-RXN-106 // TRANS-RXN-106B // TRANS-RXN-106A // TRANS-RXN-299 // TRANS-RXN0-499
G7027	b1878	1962580	1962972	G7027-MONOMER	
EG10083	b0390	407428	408105	EG10083-MONOMER	
G6380	b0711	743593	744249	G6380-MONOMER	5-OXOPROLINASE-ATP-HYDROLYSING-RXN
EG10496	b3771	3953478	3955328	DIHYDROXYACIDDEHYDRAT-MONOMER	DIHYDROXYISOVALDEHYDRAT-RXN // DIHYDROXYMETVALDEHYDRAT-RXN
EG10328	b0529	556875	557741	FOLD-MONOMER	METHENYLTHFCYCLOHYDRO-RXN // METHYLENETHFDEHYDROG-NADP-RXN
G7425	b2755	2878855	2879772	G7425-MONOMER	
EG30042	b3797	3982509	3982585	hisR-tRNA	
G7266	b2431	2549646	2550545	G7266-MONOMER	RXN0-7325 // RXN-11813 // PROTOHEMEFERROCHELAT-RXN
G6274	b0504	531295	532221	G6274-MONOMER	
G6312	b0557	578600	578893	G6312-MONOMER	
EG13238	b1993	2065219	2065764	COBU-MONOMER	COBINPGUANYLYLTRANS-RXN // COBINAMIDEKIN-RXN
EG11961	b3603	3777399	3779054	LCTP-MONOMER	TRANS-RXN-104 // TRANS-RXN0-515 // TRANS-RXN-105 // TRANS-RXN0-622
G7821	b4089	4312101	4312991	G7821-MONOMER	
G362	b1077	1133802	1134557	FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN	
G0-9121	b4539	2089211	2089465	MONOMER0-1041	RXN0-4701
EG12201	b2671	2799650	2799994	EG12201-MONOMER	
G7184	b2290	2407561	2408778	G7184-MONOMER	ALANINE-AMINOTRANSFERASE-RXN
EG30027	b0455	476448	476561	FFS-RNA	
EG11057	b1183	1230767	1231186	EG11057-MONOMER	DNA-DIRECTED-DNA-POLYMERASE-RXN
EG10550	b4024	4231884	4233233	ASPKINIII-MONOMER	ASPARTATEKIN-RXN
G7339	b2545	2674700	2675761	YPHC-MONOMER	
EG12275	b3567	3732201	3733742	XYLG-MONOMER	ABC-33-RXN
G0-10634	b4687	2700117	2700197	MONOMER0-2860	
G6216	b0364	384059	384616	G6216-MONOMER	
EG11604	b4473	3432436	3433560	EG11604-MONOMER	
EG31117	b2815	2947497	2947573	metW-tRNA	
G6229	b0380	399593	399805	G6229-MONOMER	
G7522	b2940	3086187	3086402	G7522-MONOMER	
G7119	b2082	2167302	2167520	G7119-MONOMER	
G7107	b2062	2136104	2137243	G7107-MONOMER	
G0-9561	b4409	1704551	1704676	MONOMER0-1561	
EG11015	b3919	4110740	4111507	TPI-MONOMER	TRIOSEPISOMERIZATION-RXN
G6226	b0375	394506	395129	G6226-MONOMER	
EG30085	b3968	4166659	4168200	RRSB-RRNA	
G6529	b1022	1086521	1087846	G6529-MONOMER	TRANS-RXN0-549 // RXN0-5413
EG11221	b1852	1934839	1936314	GLU6PDEHYDROG-MONOMER	GLU6PDEHYDROG-RXN
EG12625	b3543	3704771	3705790	DPPB-MONOMER	ABC-8-RXN
G7512	b2899	3042489	3043148	G7512-MONOMER	
EG10224	b4042	4256637	4257005	DIACYLGLYKIN-MONOMER	DIACYLGLYKIN-RXN
EG10342	b0093	103155	103985	EG10342-MONOMER	
EG10651	b2159	2250840	2251697	EG10651-MONOMER	RXN-20410 // RXN-20426 // RXN-21304 // RXN-21305 // RXN-21308
G7818	b3975	4175213	4175368		
EG13236	b0732	767978	770611	EG13236-MONOMER	RXN0-5216
EG10208	b2472	2591607	2592734	MONOMER0-1981	SUCCDIAMINOPIMDESUCC-RXN
EG10483	b2726	2850647	2850997	EG10483-MONOMER	RXN-22650
G6562	b1070	1129414	1129830	G6562-MONOMER	
G7436	b2770	2895776	2896555	G7436-MONOMER	
EG10809	b1281	1341921	1342658	OROTPDECARB-MONOMER	OROTPDECARB-RXN
EG11742	b1496	1577657	1579342	YDDA-MONOMER	
EG10258	b2779	2906643	2907941	ENOLASE-MONOMER	2PGADEHYDRAT-RXN
G7903	b4282	4506861	4507109	G7903-MONOMER	
EG12363	b3043	3185414	3185965	EG12363-MONOMER	
EG11301	b1572	1648665	1648793	EG11301-MONOMER	
G6986	b1800	1881912	1882997	G6986-MONOMER	1.1.1.83-RXN // RXN-23715 // OXALODECARB-RXN // RXN-13158 // 3-ISOPROPYLMALDEHYDROG-RXN // TARTRATE-DEHYDROGENASE-RXN
EG11427	b2935	3079644	3081635	TRANSKETOI-MONOMER	2TRANSKETO-RXN // 1TRANSKETO-RXN
EG11068	b1960	2030448	2030918	EG11068-MONOMER	
EG30083	b0204	225759	228662	RRLH-RRNA	
EG11847	b3882	4072675	4073571	EG11847-MONOMER	RXN-15299 // 4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
EG11592	b0631	662379	662642	EG11592-MONOMER	
G6429	b0829	867520	869391	YLIA-MONOMER	TRANS-RXN0-637 // RXN0-11
G7865	b4207	4428935	4429555	G7865-MONOMER	PEPTIDYLPROLYL-ISOMERASE-RXN
EG11371	b2560	2697915	2698550	EG11371-MONOMER	PGPPHOSPHA-RXN
EG11536	b3685	3864612	3866273	EG11536-MONOMER	
G0-9662	b4517	1052067	1052240	MONOMER0-1701	
EG11693	b3673	3853922	3855106	EMRD-MONOMER	TRANS-RXN-339 // TRANS-RXN-44
EG11938	b4061	4275471	4277057	EG11938-MONOMER	RXN0-4181
EG10297	b0587	618254	619387	EG10297-MONOMER	
EG12423	b0368	387795	388646	MONOMER0-147	RXN0-299
EG10225	b0160	179237	180754	DGTPTRIPHYDRO-MONOMER	DGTPTRIPHYDRO-RXN
EG11609	b2369	2483755	2484369	PHOSPHO-EVGA // EVGA-MONOMER	
EG10956	b1272	1329332	1330381	EG10956-MONOMER	
G7406	b2683	2810344	2810679	G7406-MONOMER	TRANS-RXN0-269
EG11005	b3708	3888730	3890145	TRYPTOPHAN-MONOMER	TRYPTOPHAN-RXN // RXN-15578 // LCYSDESULF-RXN // RXN-15129
EG10054	b0064	70387	71265	PD00242	
G6901	b1673	1751728	1753830	G6901-MONOMER	
G0-16694		4326305	4326381	RNA0-393	
G0-9388	b4691	4190327	4190487	RNA0-128	
EG12544	b4279	4504058	4505275	YJHB-MONOMER	TRANS-RXN-415
EG11666	b0783	818570	819055	EG11666-MONOMER	RXN-17809
EG12404	b1219	1273246	1273599	EG12404-MONOMER	
G6989	b1803	1885845	1886810	G6989-MONOMER	RXN-18258 // RXN-18376 // RXN-5921
G6575	b1118	1177320	1178564	YCFW-MONOMER	RXN-22427
G6170	b0300	316450	317136	G6170-MONOMER	
EG10448	b2025	2095844	2096620	CYCLASE-MONOMER	GLUTAMIDOTRANS-RXN // GLUTAMIN-RXN // RXN-17900
G6804	b1517	1606100	1606975	G6804-MONOMER	RXN-15943
G0-17028	b4782	2722702	2722743	MONOMER0-4494	
G0-17036	b4790	3630665	3630778	MONOMER0-4502	
EG10219	b4382	4618229	4619551	DEOA-MONOMER	THYM-PHOSPH-RXN // URA-PHOSPH-RXN
EG10705	b1278	1339330	1340094	PGPPHOSPHAB-MONOMER	PGPPHOSPHA-RXN // RXN-11277 // UNDECAPRENYL-DIPHOSPHATASE-RXN
G6142	b0270	285395	286777	B0270-MONOMER	
EG12108	b2709	2830775	2832289	EG12108-MONOMER	
G6686	b1362	1423345	1423644	G6686-MONOMER	
G7703	b3325	3456377	3458329	G7703-MONOMER	TRANS-RXN-510
G0-16674	b4688	290510	290638	MONOMER0-4436	
EG12004	b2123	2211225	2211686	EG12004-MONOMER	
EG12137	b0192	215269	215979	EG12137-MONOMER	
EG11921	b4022	4230354	4231226	EG11921-MONOMER	RXN-11835 // RXN0-7253
EG10876	b3301	3444105	3444539	EG10876-MONOMER	
G7671	b4569			G7671-MONOMER	
EG10746	b3863	4046966	4049752	EG10746-MONOMER	RXN0-5039 // RXN0-4961 // DNA-DIRECTED-DNA-POLYMERASE-RXN
EG12298	b3614	3788101	3789060	EG12298-MONOMER	
G7683	b3238	3385538	3385801	G7683-MONOMER	
EG10914	b3165	3311415	3311684	EG10914-MONOMER	
G7370	b2635	2770445	2770681	G7370-MONOMER	
G7361	b2626	2760547	2761173	G7361-MONOMER	
EG11081	b0029	26277	27227	EG11081-MONOMER	RXN-24043 // RXN-24044
EG12281	b3577	3744328	3744801	MONOMER0-422	TRANS-RXN0-235
EG30094	b1975	2043468	2043557	serU-tRNA	
G7224	b2355	2471544	2472062	G7224-MONOMER	
EG12881	b2238	2349687	2349893	EG12881-MONOMER	
EG11105	b0597	629300	629713	EG11105-MONOMER	RXN0-7105 // RXN0-7046
EG10756	b3956	4150447	4153098	PEPCARBOX-MONOMER	PEPCARBOX-RXN
EG11820	b1056	1117901	1118476	EG11820-MONOMER	
G6477	b0935	994843	995988	MONOMER-162	RXN0-6973 // RXN-15341 // RXN0-280 // RXN-13418
EG10828	b3700	3880148	3881221	EG10828-MONOMER	
G7225	b2356	2472112	2472387	G7225-MONOMER	
EG11249	b2782	2910756	2911091	EG11249-MONOMER	
G6598	b1155	1208132	1208545	G6598-MONOMER	
G7507	b2888	3031367	3032815	YGFU-MONOMER	RXN-5076 // TRANS-RXN0-530
G0-16661	b4646	3404638	3405031		
EG12210	b3620	3794929	3795975	EG12210-MONOMER	RXN0-5061
EG10663	b1740	1822458	1823285	NAD-SYNTH-MONOMER	NAD-SYNTH-NH3-RXN
G7125	b2088	2170236	2170535	MONOMER0-4245	
EG11531	b1661	1741413	1742561	CFA-MONOMER	2.1.1.79-RXN
G6135	b0260	275325	276728	B0260-MONOMER	TRANS-RXN0-486
EG12392	b1206	1259124	1260803	YCHM-MONOMER	TRANS-RXN-121 // TRANS-RXN-122A // TRANS-RXN0-553
G6242	b0441	461915	463786	G6242-MONOMER	
EG10889	b3936	4127013	4127225	EG10889-MONOMER	
EG10546	b0182	203348	204496	LIPIDADISACCHARIDESYNTH-MONOMER	LIPIDADISACCHARIDESYNTH-RXN
EG11192	b3644	3816676	3817539	EG11192-MONOMER	3.1.27.6-RXN
EG11935	b4056	4270238	4270654	EG11935-MONOMER	
EG11137	b1864	1947411	1948151	EG11137-MONOMER	
G6441	b0843	884946	885230	G6441-MONOMER	
EG10251	b3640	3813929	3814387	DUTP-PYROP-MONOMER	DUTP-PYROP-RXN
G6865	b1614	1689852	1691360	G6865-MONOMER	
G7858	b4196	4422186	4422836	G7858-MONOMER	RXN0-705
G6167	b0296	312514	312777	G6167-MONOMER	
EG11269	b2018	2089996	2090046	EG11269-MONOMER	
EG11775	b0685	711605	711898	EG11775-MONOMER	
G0-10559	b4534	1652728	1652838	MONOMER0-4428	
G6709	b1388	1453927	1454856	G6709-MONOMER	RXN0-2042
EG10509	b1732	1813867	1816128	HYDROPEROXIDII-MONOMER	CATAL-RXN // RXN-8073
EG30093	b0971	1031625	1031712	serT-tRNA	
EG11982	b2035	2106060	2107226	EG11982-MONOMER	
G7573	b3023	3168749	3169231	G7573-MONOMER	
EG30038	b4163	4392360	4392435	glyV-tRNA	
M011	b0348	370277	371221	DHPDIOXYGEN-MONOMER	1.13.11.16-RXN // RXN-12073
EG10812	b0405	425011	426081	EG10812-MONOMER	RXN0-1342
G7692	b3254	3404516	3404617		
EG11195	b3697	3876140	3876952	EG11195-MONOMER	RXN0-5186 // 3.1.3.68-RXN // RXN-15312 // GLUCOSE-6-PHOSPHATASE-RXN // GLUCOSE-1-PHOSPHAT-RXN // F16BDEPHOS-RXN // TREHALOSEPHOSPHA-RXN // RXN-14483 // SUGAR-PHOSPHATASE-RXN
EG11022	b3965	4162170	4163270	EG11022-MONOMER	TRNA-URACIL-5--METHYLTRANSFERASE-RXN
EG10067	b0273	289301	290305	CHAINF-MONOMER	ORNCARBAMTRANSFER-RXN
EG10391	b2241	2352647	2354275	ANGLYC3PDEHYDROGSUBUNITA-MONOMER	RXN-15740
G6447	b0853	892957	893433	G6447-MONOMER	
EG10838	b3619	3793987	3794919	EG10838-MONOMER	5.1.3.20-RXN
EG12163	b3289	3435207	3436496	EG12163-MONOMER	RXN-11591
G7422	b2745	2870255	2871304	G7422-MONOMER	RXN-11841
G6951	b1756	1838747	1839400	YNJD-MONOMER	
EG10884	b3309	3447453	3447767	EG10884-MONOMER	
G0-8886	b4446	3056851	3056991	RYGC-RNA	
G7509	b2896	3040416	3040823	G7509-MONOMER	
EG11684	b3655	3830457	3832166	EG11684-MONOMER	
G6174	b0304	318676	320001	G6174-MONOMER	RXN-24132 // RXN0-7363 // RXN-15119
G6964	b1777	1861702	1861974	G6964-MONOMER	
G0-8869	b4448	3238374	3238561		
EG11860	b3896	4087002	4088057	EG11860-MONOMER	
EG10774	b1207	1260928	1261875	PRPPSYN-MONOMER	PRPPSYN-RXN
G0-8910	b4441	2691157	2691340	TKE1-RNA	
G7153	b2226	2328148	2329797	G7153-MONOMER	
EG10136	b3056	3201891	3203129	EG10136-MONOMER	TRNA-CYTIDYLYLTRANSFERASE-RXN
EG11667	b2219	2320043	2321869	ATOS-MONOMER	2.7.13.3-RXN
G0-16686	b4720	4556574	4556675	MONOMER0-4391	
EG11730	b3745	3928152	3929603	EG11730-MONOMER	
G6978	b1792	1876909	1877256	G6978-MONOMER	
EG11694	b3674	3855114	3855611	EG11694-MONOMER	
G7884	b4253	4475437	4477251	G7884-MONOMER	
EG10539	b3460	3598555	3599658	LIVJ-MONOMER	ABC-35-RXN // ABC-36-RXN // ABC-15-RXN // TRANS-RXN-312
EG10972	b2706	2828621	2828980	PD00345	
G0-10434	b4506	312374	312514	MONOMER0-2656	
G7368	b2633	2768665	2769486	G7368-MONOMER	
G7075	b4582			G7075-MONOMER	
EG12403	b1218	1272507	1273202	EG12403-MONOMER	RXN-19024
EG11030	b3384	3512634	3513638	TRPS-MONOMER	RXN-23933 // RXN-23931 // RXN-23932 // TRYPTOPHAN--TRNA-LIGASE-RXN // RXN-19475 // RXN-23893
G8205	b4493	1489713	1490713	G8205-MONOMER	
G0-10453	b4535	1805165	1805272	MONOMER0-2675	
G7729	b3377	3506032	3507336	G7729-MONOMER	
G0-9081	b4526	1417838	1418008	MONOMER0-1001	
G0-10525		315291	316453	MONOMER0-2748	
G6518	b1007	1069860	1070354	G6518-MONOMER	RXN-9510
EG10821	b2217	2316177	2316827	MONOMER0-4556 // PHOSPHO-RCSB // RCSB-MONOMER	
EG30075	b2588	2726069	2726188	RRFG-RRNA	
G7552	b2986	3134131	3134823	G7552-MONOMER	
G6432	b0832	871890	872801	YLID-MONOMER	TRANS-RXN0-637 // RXN0-11
EG11252	b0923	975622	976326	EG11252-MONOMER	
EG10356	b1612	1686731	1688377	FUMA-MONOMER	FUMHYDR-RXN // OXALOACETATE-TAUTOMERASE-RXN
EG10289	b4288	4511458	4512414	FECD-MONOMER	ABC-9-RXN
EG11600	b2521	2652494	2653339	EG11600-MONOMER	MERCAPYSTRANS-RXN // RXN-18702 // RXN-18703 // THIOSULFATE-SULFURTRANSFERASE-RXN
EG10481	b2718	2843036	2843446	EG10481-MONOMER	
EG12734	b3091	3241827	3243314	ALTRODEHYDRAT-MONOMER	ALTRODEHYDRAT-RXN
EG11474	b3834	4019624	4020229	EG11474-MONOMER	
G7102	b2057	2130853	2132070	G7102-MONOMER	RXN0-7344
G7607	b3088	3238580	3239545	G7607-MONOMER	TRANS-RXN0-487
EG30096	b0883	925884	925971	serW-tRNA	
G6828	b1555	1640054	1640365	G6828-MONOMER	
G0-10531		1094275	1095437	MONOMER0-4248	
G0-10528		2170236	2171398	MONOMER0-4249	
EG10553	b4129	4353200	4354717	LYSU-MONOMER	RXN-23927 // RXN-23925 // RXN-23926 // RXN-23924 // RXN-23922 // RXN-23923 // RXN-23921 // RXN-23920 // RXN-23919 // LYSINE--TRNA-LIGASE-RXN // RXN-22679 // RXN-23898 // RXN0-5208 // RXN0-5209 // RXN0-7397
G7338	b2544	2673816	2674688	G7338-MONOMER	
G6574	b1117	1176619	1177320	YCFV-MONOMER	RXN-22427
G7731	b3379	3507712	3508590	G7731-MONOMER	
EG10735	b3724	3906853	3907578	EG10735-MONOMER	
EG11360	b3570	3736353	3737177	EG11360-MONOMER	
G7302	b2485	2606262	2606912	MONOMER0-142	
G7919	b4309	4536614	4537594	G7919-MONOMER	RXN-13182
G7719	b3354	3484218	3484436	G7719-MONOMER	
G7230	b2361	2474984	2475520	G7230-MONOMER	RXN-14142 // RXN-14161 // THYMIDYLATE-5-PHOSPHATASE-RXN // RXN0-3741
EG11862	b3898	4089855	4090925	EG11862-MONOMER	
G0-8880	b4417	887979	888057	RYBB-RNA	
EG11740	b0568	587982	590954	EG11740-MONOMER	
EG11951	b4078	4296436	4297125	EG11951-MONOMER	
EG10317	b3261	3411271	3411567	PD00196	
G7954	b4402	4640402	4640542	G7954-MONOMER	
G0-10463	b4547	2592762	2592962	MONOMER0-2685	
G6932	b1727	1809380	1810048	G6932-MONOMER	SORBITOL-6-PHOSPHATASE-RXN // MANNITOL-1-PHOSPHATASE-RXN // 3.1.3.68-RXN
EG11089	b0122	136570	136917	EG11089-MONOMER	
G0-16690	b4725	2710009	2710164	MONOMER0-4396	
EG11236	b0315	332371	333459	EG11236-MONOMER	RXN0-4181
EG11025	b1261	1317222	1318415	TRYPSYN-BPROTEIN	TRYPSYN-RXN // RXN0-2381 // RXN0-2382
EG10217	b2316	2433012	2433926	CARBOXYL-TRANSFERASE-BETA-MONOMER	RXN0-5055
EG12438	b2263	2376834	2377592	EG12438-MONOMER	RXN-9310
G6201	b0346	367587	368420	G6201-MONOMER	
G6190	b0325	342884	343933	G6190-MONOMER	RXN-23340 // RXN0-5141 // RXN-8772 // RXN-8773 // ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN // RXN0-7119 // RXN-15744 // RXN-15743
EG11155	b2824	2962749	2963156	EG11155-MONOMER	
EG11315	b3253	3403484	3404458	EG11315-MONOMER	RXN-9087
G7073	b1990	2062391	2063323	G7073-MONOMER	RXN0-5401
EG11621	b0199	221614	222645	ABC-MONOMER	RXN0-4522 // TRANS-RXN0-202 // RXN0-7186 // RXN0-7185 // TRANS-RXN0-511 // TRANS-RXN0-510 // TRANS-RXN-383
G7162	b2249	2362431	2363633	G7162-MONOMER	
G0-10550	b0322	339769	340089	MONOMER0-2772	
G0-8878	b4438	2167114	2167200	RYEE-RNA	
G6973	b1787	1873574	1874077	G6973-MONOMER	RXN0-7435 // RXN0-7434 // RXN0-7433 // RXN0-7432 // RXN0-7431 // RXN0-7430 // RXN0-7429
G7670	b3216	3362807	3365188	G7670-MONOMER	
EG10274	b2323	2440385	2441605	FABB-MONOMER	2.3.1.41-RXN // RXN-10654 // RXN0-2141 // 3-OXOACYL-ACP-SYNTH-BASE-RXN // RXN-10658 // RXN-9527 // RXN-9531 // RXN-9523 // RXN-9516 // RXN-9539 // RXN-9535 // 2.3.1.179-RXN // 3-OXOACYL-ACP-SYNTH-RXN // RXN-11479 // MALONYL-ACPDECARBOX-RXN
G0-16662	b4760	3808166	3808238	RNA0-390	
G6945	b1750	1833401	1834111	G6945-MONOMER	
EG12005	b2124	2211726	2212196	EG12005-MONOMER	
EG10393	b2243	2355521	2356711	ANGLYC3PDEHYDROGSUBUNITC-MONOMER	RXN-15740
G6661	b1325	1388930	1389895	G6661-MONOMER	RXN0-5228
G0-17076		2204402	2204484	RNA0-405	
G7469	b2849	2989935	2990360	G7469-MONOMER	
EG10858	b1804	1886864	1887991	EG10858-MONOMER	RXN0-6484 // RXN0-6483 // 3.1.13.5-RXN // RXN0-7473
G0-10542		1467921	1469149	MONOMER0-4255	
EG10091	b3744	3927155	3928147	ASNSYNA-MONOMER	ASNSYNA-RXN
G0-10537		279178	279875	MONOMER0-2757	
G7092	b2030	2101895	2102875	MONOMER0-4237	
G6729	b1410	1479138	1480895	G6729-MONOMER	
G7394	b2659	2788985	2789962	G7394-MONOMER	RXN0-7316
G6780	b1486	1559907	1560929	YDDR-MONOMER	
EG10696	b0932	990622	993234	EG10696-MONOMER	RXN0-5195 // 3.4.11.2-RXN // RXN-6622
G6806	b1519	1607346	1608104	G6806-MONOMER	RXN0-2441
G7946	b4364	4602088	4602858	G7946-MONOMER	
G6108	b0224	245065	245805	G6108-MONOMER	RXN-22575 // RXN-22576
G6659	b1321	1384117	1385514	G6659-MONOMER	
EG11529	b3933	4122380	4123339	EG11529-MONOMER	
EG10075	b2329	2446388	2447473	AROC-MONOMER	CHORISMATE-SYNTHASE-RXN
G7759	b3442	3581863	3583041	G7759-MONOMER	
G7283	b2453	2568324	2569511	G7283-MONOMER	
EG11564	b0043	44180	45466	EG11564-MONOMER	
EG10592	b2149	2237769	2239289	MGLA-MONOMER	ABC-18-RXN // TRANS-RXN0-541
G7133	b2101	2182035	2182781	G7133-MONOMER	
EG11327	b0336	354922	356181	CODB-MONOMER	TRANS-RXN-116
EG10015	b2516	2641831	2642844	EG10015-MONOMER	
G7303	b2486	2606917	2608497	MONOMER0-143	
G7717	b3351	3480607	3481161	G7717-MONOMER	
G0-16726	b4731	383960	384079	MONOMER0-4408	
G7201	b2326	2444203	2444751	G7201-MONOMER	RXN0-7000
EG12083	b2287	2403951	2404613	NUOB-MONOMER	NADH-DEHYDROG-A-RXN // RXN0-5388
EG11316	b3571	3737497	3739527	ALPHA-AMYL-PERI-MONOMER	RXN0-5181
G6111	b0227	246712	247461	G6111-MONOMER	
EG12034	b2170	2263863	2265044	B2170-MONOMER	TRANS-RXN-82
EG11471	b3827	4011076	4011975	EG11471-MONOMER	TRANS-RXN0-240
EG11178	b3167	3312777	3313178	EG11178-MONOMER	
EG10622	b0086	94650	96008	UDP-NACMURALGLDAPAALIG-MONOMER	UDP-NACMURALGLDAPAALIG-RXN
G6555	b1058	1119307	1119447	G6555-MONOMER	
G7456	b2812	2945036	2945842	G7456-MONOMER	RXN0-7115
EG11166	b3039	3181619	3182434	EG11166-MONOMER	RXN-8460
EG11175	b3124	3270625	3271770	GKI-MONOMER	GKI-RXN
EG10181	b0429	447717	448046	CYOD-MONOMER	RXN0-5268
G7000	b1824	1907448	1907591	G7000-MONOMER	
G7084	b2004	2077112	2077480	G7084-MONOMER	
G7644	b3150	3296409	3296984	G7644-MONOMER	
EG11751	b1896	1980188	1981612	TREHALOSE6PSYN-MONOMER	TREHALOSE6PSYN-RXN
EG10725	b4092	4314344	4315102	EG10725-MONOMER	RXN0-6710
EG11149	b2479	2599906	2600478	EG11149-MONOMER	
G0-16665	b4649	3750918	3751109		
G7359	b2623	2757644	2758600	G7359-MONOMER	
G6890	b1650	1726659	1727756	G6890-MONOMER	RXN0-5101
EG12338	b0267	280829	281983	EG12338-MONOMER	
EG12859	b1424	1496856	1498511	EG12859-MONOMER	
EG10348	b2800	2933041	2933688	FUCPALDOL-MONOMER	FUCPALDOL-RXN // DARABALDOL-RXN
EG11186	b3562	3726924	3727361	EG11186-MONOMER	
EG11806	b1846	1929048	1929707	EG11806-MONOMER	
EG11936	b4057	4270658	4271014	EG11936-MONOMER	
EG11300	b1571	1648508	1648663	EG11300-MONOMER	
G6217	b0365	385232	386194	TAUA-MONOMER	ABC-64-RXN
G0-16720	b4693	1204401	1205537	G0-16720-MONOMER	
G7616	b3102	3251024	3252010	G7616-MONOMER	RXN0-7010
G6514	b0993	1053434	1056178	TORS-MONOMER	2.7.13.3-RXN
G7534	b2966	3109553	3110260	G7534-MONOMER	
EG12609	b0058	59687	60346	EG12609-MONOMER	RXN-11842 // RXN-11843
G0-10738		297137	297304	RNA0-378	
G7846	b4181	4410133	4410534	G7846-MONOMER	
EG30082	b2589	2726281	2729184	RRLG-RRNA	
EG12422	b0802	837665	837925	EG12422-MONOMER	
EG10603	b2684	2810770	2811300	EG10603-MONOMER	
EG11152	b2605	2743625	2744107	EG11152-MONOMER	
G0-8900	b4743	1409308	1409481	MONOMER0-4420	
G6566	b1106	1163260	1164084	THIKIN-MONOMER	THIKIN-RXN
EG10133	b4133	4360396	4361934	PD00436	
EG10053	b0063	68348	70048	RIBULOKIN-MONOMER	RXN0-5116
G7558	b3001	3147897	3148937	G7558-MONOMER	RXN0-5410 // RXN0-4281
G7206	b2335	2451072	2451584	G7206-MONOMER	
EG10935	b1916	1996110	1996832	PD02198	
G6337	b0610	643557	643967	G6337-MONOMER	
EG11037	b3980	4175944	4177128	EG11037-MONOMER	
EG11290	b2152	2241810	2242967	EG11290-MONOMER	
EG11305	b0627	658947	659150	EG11305-MONOMER	TRANS-RXN0-181
EG10207	b0166	185123	185947	MONOMER0-2001	TETHYDPICSUCC-RXN
G6330	b0601	634747	635376	G6330-MONOMER	
G6822	b1549	1637047	1637457	G6822-MONOMER	
G6329	b0600	633586	634746	G6329-MONOMER	R15-RXN
EG11672	b2224	2326109	2327293	ACETYL-COA-ACETYLTRANSFER-MONOMER	ACETYL-COA-ACETYLTRANSFER-RXN // RXN-20154 // RXN-20155
G7912	b4299	4525015	4525803	G7912-MONOMER	
G7633	b3134	3280701	3281102	G7633-MONOMER	
G7070	b1985	2058203	2059846	YEEO-MONOMER	TRANS-RXN-272 // TRANS-RXN0-595
G198	b0424	443051	443641	HMP-KIN-MONOMER	RXN-17632 // RXN0-7173
G7067	b1981	2053643	2054959	SHIA-MONOMER	TRANS-RXN-27
EG11313	b3907	4099491	4100525	RHAT-MONOMER	TRANS-RXN-112 // TRANS-RXN0-236
G6937	b1741	1823515	1824402	G6937-MONOMER	
EG11844	b3879	4069475	4070401	EG11844-MONOMER	
EG11967	b1082	1138378	1140021	EG11967-MONOMER	
EG12401	b2517	2643129	2644283	EG12401-MONOMER	RXN-11586 // RXN0-7007
EG11668	b2220	2321866	2323251	PHOSPHO-ATOC // ATOC-MONOMER	
EG30043	b3852	4037141	4037217	ileT-tRNA	
EG12077	b3478	3616182	3617015	NIKC-MONOMER	ABC-20-RXN // TRANS-RXN0-630
G7008	b1835	1920223	1921662	G7008-MONOMER	RXN-11593
G7574	b3024	3169284	3169676	G7574-MONOMER	
EG10949	b0146	160782	161486	EG10949-MONOMER	
EG12853	b1336	1400247	1401773	ABGT-MONOMER	TRANS-RXN0-452
EG10896	b3067	3213047	3214888	RPOD-MONOMER	
G6638	b1284	1343597	1344346	G6638-MONOMER	
G6523	b1012	1072863	1074011	G6523-MONOMER	RXN0-6444 // RXN-20707 // RXN-12886 // RXN-22443 // RXN-20708
G7887	b4257	4479730	4480926	G7887-MONOMER	
G0-16698		4325905	4325981	RNA0-397	
G6635	b1267	1324098	1324718	G6635-MONOMER	
G7171	b2258	2372892	2373278	G7171-MONOMER	TRANS-RXN0-276
EG12830	b0466	490110	490271	EG12830-MONOMER	
EG12704	b2956	3098558	3099565	EG12704-MONOMER	
